"Brand","SKU","Category","Title","Text","Quantity","Price","Price Old","Photo","Characteristics:Cantitate","Characteristics:Putere","Characteristics:Tip","Characteristics:Grit","Characteristics:Greutate"
"DANNY","T0428","Gel Lac","DANNY Gel Polish 10ml №110","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1WSs_Ie_MkhgAJuylWw4D3ZdXCTzrLQGQ.jpg","10 ml","","","",""
"DANNY","T0429","Gel Lac","DANNY Gel Polish 10ml №111","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/14EvrFlG-f7Mh-Mq5AklRcyPBHzvWdwGF.jpg","10 ml","","","",""
"DANNY","T0430","Gel Lac","DANNY Gel Polish 10ml №116","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1XNynxZx9LVl5D1-8HfvXEQsFfx4ISate.jpg","10 ml","","","",""
"DANNY","T0431","Gel Lac","DANNY Gel Polish 10ml №118","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1l4qxFTZ5AEyQa15v1h-8yA8lIjcb982Q.jpg","10 ml","","","",""
"DANNY","T0432","Gel Lac","DANNY Gel Polish 10ml №120","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1_NzRWRLmVaFTG3AksrcU9RBHemv8qftk.jpg","10 ml","","","",""
"DANNY","T0433","Gel Lac","DANNY Gel Polish 10ml №122","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1nTaHDg7mzjlCSisJibervtibEOu_Xjud.jpg","10 ml","","","",""
"DANNY","T0434","Gel Lac","DANNY Gel Polish 10ml №123","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1mL35V2Q5-VuN6bzP4AAZSon6iUef05cp.jpg","10 ml","","","",""
"DANNY","T0435","Gel Lac","DANNY Gel Polish 10ml №124","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1HPAXi9wk3RW1_6powJXBG3AJ_S_cMn-7.jpg","10 ml","","","",""
"DANNY","T0436","Gel Lac","DANNY Gel Polish 10ml №125","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1m9_lYhxo1pfblGaOqVMrsOU9wzNPXSSc.jpg","10 ml","","","",""
"DANNY","T0437","Gel Lac","DANNY Gel Polish 10ml №126","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1JV-TnPrhbaCI8LxwlrxN50sCwcVmWvmg.jpg","10 ml","","","",""
"DANNY","T0438","Gel Lac","DANNY Gel Polish 10ml №127","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1qpqstNuRPYVVRafvSs7VN591bp1MEPMu.jpg","10 ml","","","",""
"DANNY","T0439","Gel Lac","DANNY Gel Polish 10ml №128","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1gsFcvbSK287WN0AqomSgx_5GErOaTV0B.jpg","10 ml","","","",""
"DANNY","T0440","Gel Lac","DANNY Gel Polish 10ml №129","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1kvBpQI0vb6e-ajq57lKMACeWiGPD5Cf8.jpg","10 ml","","","",""
"DANNY","T0441","Gel Lac","DANNY Gel Polish 10ml №130","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1c4-8iSmvdiRBKqZKGrZ6ELi68bMagkdp.jpg","10 ml","","","",""
"DANNY","T0442","Gel Lac","DANNY Gel Polish 10ml №131","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1wA4atyBfBtNJzcV4sN4vTxd5HGXDXeZY.jpg","10 ml","","","",""
"DANNY","T0443","Gel Lac","DANNY Gel Polish 10ml №132","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1CtrRLPOYp9UYmf_3Y_KR5BTOtcLFcIcO.jpg","10 ml","","","",""
"DANNY","T0444","Gel Lac","DANNY Gel Polish 10ml №133","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1qJjGl7F5IxrOP0C34fdITpa-DJPA6qGt.jpg","10 ml","","","",""
"DANNY","T0445","Gel Lac","DANNY Gel Polish 10ml №134","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1IDOOchyCDj9tzHZuP4WMeR-Mx9M3D9Ll.jpg","10 ml","","","",""
"DANNY","T0446","Gel Lac","DANNY Gel Polish 10ml №136","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1zngBgTc-uUtiC3BD7ofvbGEiLSYNZ-Lz.jpg","10 ml","","","",""
"DANNY","T0447","Gel Lac","DANNY Gel Polish 10ml №137","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1CuhFqrgWm6w6Ov9sVYktqUpqgPepgj58.jpg","10 ml","","","",""
"DANNY","T0448","Gel Lac","DANNY Gel Polish 10ml №140","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1NgYOa4i9UKOxBnoSxws74gA3dCfp9_B2.jpg","10 ml","","","",""
"DANNY","T0449","Gel Lac","DANNY Gel Polish 10ml №141","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","1","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1tbSU5BYmTTOArHaZuu-703E6nT5gP_4D.png","10 ml","","","",""
"DANNY","T0450","Gel Lac","DANNY Gel Polish 10ml №142","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1dWMH1G3cyv2hryPY_RHD_Daei7BfzN-W.jpg","10 ml","","","",""
"DANNY","2987","Gel Lac","DANNY Gel Polish 10ml №143","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1thOaS93bPmsH3MMeSLwnQ4X0BkM9Ze9M.jpg","10 ml","","","",""
"DANNY","T0451","Gel Lac","DANNY Gel Polish 10ml №144","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1SWFS8KUAvW16pBwG7vxwoElokiK-jV3e.jpg","10 ml","","","",""
"DANNY","2988","Gel Lac","DANNY Gel Polish 10ml №146","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1vkjWVyMYrRHclwQCQDd2UHd0zlO2stZv.jpg","10 ml","","","",""
"DANNY","T0452","Gel Lac","DANNY Gel Polish 10ml №147","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1WqG9W2BHLVcfkH1YhSzojlLh6ySPtPYP.jpg","10 ml","","","",""
"DANNY","T0453","Gel Lac","DANNY Gel Polish 10ml №148","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1DcGBnTLlyOv4Zuy1KRRWGb-QartzsFt3.jpg","10 ml","","","",""
"DANNY","T0454","Gel Lac","DANNY Gel Polish 10ml №149","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1NwKdtacmnC3LlkF1VcbMzfz1BEROg5XD.jpg","10 ml","","","",""
"DANNY","T0455","Gel Lac","DANNY Gel Polish 10ml №150","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1zprzJNMnfEa8FXZNAtCHnroEMuOA4iMp.jpg","10 ml","","","",""
"DANNY","2989","Gel Lac","DANNY Gel Polish 10ml №152","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1KIzfSvA58wzrImNigpu36RVZtlp-oHCQ.jpg","10 ml","","","",""
"DANNY","3045","Gel Lac","DANNY Gel Polish 10ml №154","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1dxDq0_xkrgUhohuAC_nVkUVWhdeVM7B3.jpg","10 ml","","","",""
"DANNY","T0456","Gel Lac","DANNY Gel Polish 10ml №155","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1PNZVksKSjAD0z6zACr9Umoqd60uYikEl.jpg","10 ml","","","",""
"DANNY","T0457","Gel Lac","DANNY Gel Polish 10ml №156","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1is2v3EC7WDRgdMO5bsIKT8qZcpz8a_wO.jpg","10 ml","","","",""
"DANNY","T0458","Gel Lac","DANNY Gel Polish 10ml №157","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1T6nkZzG5J4Rif8pZzDRf2twXjgbzS-0I.jpg","10 ml","","","",""
"DANNY","3046","Gel Lac","DANNY Gel Polish 10ml №159","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/10KgDXBXIVOjNeHUnrwefhmyxTpJGns17.jpg","10 ml","","","",""
"DANNY","T0459","Gel Lac","DANNY Gel Polish 10ml №160","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1G1cCv2vwDNJzzpJd9J_Q5La-Q1MNS2p_.jpg","10 ml","","","",""
"DANNY","T0460","Gel Lac","DANNY Gel Polish 10ml №161","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1jn5R1MC0ANL014lXPBfaQVHeWOZqWKC3.jpg","10 ml","","","",""
"DANNY","T0461","Gel Lac","DANNY Gel Polish 10ml №162","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1Y6JWBRf9yV-iUho57de4eH5IKzO0i__I.jpg","10 ml","","","",""
"DANNY","T0462","Gel Lac","DANNY Gel Polish 10ml №168","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1ZiboL2CJNoT0fMDdhEStWM0a0A7dQVLR.jpg","10 ml","","","",""
"DANNY","T0463","Gel Lac","DANNY Gel Polish 10ml №169","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1Xt2I0dQWTpfAOVbGvg51qVCZZO9Zr62Y.jpg","10 ml","","","",""
"DANNY","T0464","Gel Lac","DANNY Gel Polish 10ml №170","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1DQQVrmFybg8td9lme-4w1wDUcGJpzQcJ.jpg","10 ml","","","",""
"DANNY","T0465","Gel Lac","DANNY Gel Polish 10ml №171 Alb","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","10","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1HR3X7pXXL3FZmxEo8feRdliqgeO-ISq3.png","10 ml","","","",""
"DANNY","T0466","Gel Lac","DANNY Gel Polish 10ml №172 Negru","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","8","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/17byVeb6gKp08NjLujc2_sZKZNixOY1Il.png","10 ml","","","",""
"DANNY","T0467","Gel Lac","DANNY Gel Polish 10ml №173","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/12jEVUbpDGxTW0R-_LvaMbTRviur_vvco.jpg","10 ml","","","",""
"DANNY","T0468","Gel Lac","DANNY Gel Polish 10ml №175","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/17oYEACfq5p1WvgWz12GEx2JviqnsrEwR.jpg","10 ml","","","",""
"DANNY","T0469","Gel Lac","DANNY Gel Polish 10ml №176","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1Cks_ShThNB8pxQkjtE34ckr1PsvUDJjH.jpg","10 ml","","","",""
"DANNY","T0470","Gel Lac","DANNY Gel Polish 10ml №177","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1MAedKFGYbh6P_5a_JqXxtJT_hk0l6DcE.jpg","10 ml","","","",""
"DANNY","T0471","Gel Lac","DANNY Gel Polish 10ml №178","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1TauHVCX9v4__BfM_S2oloFKUCBNzricM.jpg","10 ml","","","",""
"DANNY","T0472","Gel Lac","DANNY Gel Polish 10ml №179","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1Rf4v7K4qr5nGCPhjPDZ85hYgtiy0XnI6.jpg","10 ml","","","",""
"DANNY","T0473","Gel Lac","DANNY Gel Polish 10ml №180","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/17xoH3-2LSHLkeJI9-5t1roRoAqMZIYD6.jpg","10 ml","","","",""
"DANNY","T0474","Gel Lac","DANNY Gel Polish 10ml №181","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1xwmnjjtjDuIOpn-lIG2t-2njgS9CN951.jpg","10 ml","","","",""
"DANNY","T0475","Gel Lac","DANNY Gel Polish 10ml №182","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1fsEfGi0QTu4WOQwIZveP0WhEd6sDZ9S_.jpg","10 ml","","","",""
"DANNY","T0476","Gel Lac","DANNY Gel Polish 10ml №183","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1MMHve5bL_GWLSxQ1y1T7mSTh3CcCVqeT.jpg","10 ml","","","",""
"DANNY","T0477","Gel Lac","DANNY Gel Polish 10ml №184","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1SN4Zyrp2RacuaEbook0tkYMu1KZTr5au.jpg","10 ml","","","",""
"DANNY","T0478","Gel Lac","DANNY Gel Polish 10ml №185","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1GQ77BZXKztQHL9qoaKIkpG9DWMsB6ycc.jpg","10 ml","","","",""
"DANNY","T0479","Gel Lac","DANNY Gel Polish 10ml №186","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","3","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1yaaVBJmHbfn_WFv1ovEU1DIasMYR88hL.jpg","10 ml","","","",""
"DANNY","2990","Gel Lac","DANNY Gel Polish 10ml №187","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1LEWlse_qqEaFcJ4KXRwmbgnf3s6K00Lp.jpg","10 ml","","","",""
"DANNY","T0480","Gel Lac","DANNY Gel Polish 10ml №188","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","4","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1cyxZHsEjx8a52rJJR9TF8Y1Kc8eOaqOG.jpg","10 ml","","","",""
"DANNY","T0481","Gel Lac","DANNY Gel Polish 10ml №189","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1FIaxhN8_Y4tGWMTuokLewDKSxd1y9UTz.jpg","10 ml","","","",""
"DANNY","T0482","Gel Lac","DANNY Gel Polish 10ml №190","Gel-lac de ultimă generație, cu formulă echilibrată, pigmentare controlată și elasticitate optimă. Asigură aplicare uniformă, fără dungi sau goluri, pentru orice lungime și formă a unghiilor, oferind un finisaj profesional impecabil.","2","88","110","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/drive/1nPzHscobdltfCjLsJ2gsbaaACOynjyOD.jpg","10 ml","","","",""
